         11364780 function calls (10967982 primitive calls) in 156.532 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:530(__exit__)
      598    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\requests\cookies.py:110(__init__)
       70    0.000    0.000    0.000    0.000 C:\Python38\lib\types.py:100(prepare_class)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:781(is_unconstrained_version)
      320    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
       63    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:456(set_capstyle)
       70    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\class_validators.py:195(extract_validators)
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:2903(new)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1605(transform_path_affine)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_axes.py:183(get_legend_handles_labels)
      897    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\urllib3\util\timeout.py:231(connect_timeout)
      108    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:752(__getattr__)
       55    0.000    0.000    0.000    0.000 C:\Python38\lib\configparser.py:649(add_section)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\pyplot.py:3089(xlabel)
       11    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:496(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1576(get_matrix)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\spines.py:292(set_position)
       15    0.000    0.000    0.000    0.000 {pandas._libs.lib.generate_slices}
     2640    0.000    0.000    0.000    0.000 spacy\tokens\doc.pxd:44(__get__)
      297    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\flags.py:85(allows_duplicate_labels)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:853(__contains__)
       71    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:2543(replace)
      285    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\_config\config.py:610(_get_deprecated_option)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\legend.py:1241(_get_legend_handles_labels)
       27    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\ImageFile.py:292(load_prepare)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\series.py:987(_slice)
      299    0.000    0.000    0.000    0.000 {method 'append' of 'bytearray' objects}
       70    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\config.py:186(prepare_config)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:874(contains)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:1505(delete)
      132    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\common.py:571(require_length_match)
     1630    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:701(get_file)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\backend_agg.py:379(FigureCanvasAgg)
       24    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:213(make_block)
     1092    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:847(get_visible)
        8    0.000    0.000    0.000    0.000 C:\Python38\lib\re.py:201(sub)
       70    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\confection\__init__.py:1027(parse_args)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:790(after)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\frame.py:6225(isna)
  416/296    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\typing.py:513(update_field_forward_refs)
       51    0.000    0.000    0.000    0.000 C:\Python38\lib\enum.py:64(__setitem__)
      129    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:983(set_joinstyle)
     2640    0.000    0.000    0.000    0.000 stringsource:561(__get__)
      660    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\layers\concatenate.py:101(<listcomp>)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1520(path_hook_for_FileFinder)
       36    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexing.py:1478(_validate_key)
       87    0.000    0.000    0.000    0.000 C:\Python38\lib\warnings.py:458(__enter__)
      882    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\patches.py:763(rotation_point)
      321    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\utils.py:513(for_element)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1802(transform_path_affine)
      151    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\confection\__init__.py:1011(<listcomp>)
      149    0.000    0.000    0.000    0.000 {method 'flush' of '_io.TextIOWrapper' objects}
      210    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:1098(set_gapcolor)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\generic.py:1480(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:929(<genexpr>)
      307    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\common.py:1077(needs_i8_conversion)
      126    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:136(__setstate__)
       39    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\algorithms.py:217(_ensure_arraylike)
      207    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:2691(get_matrix)
      150    0.000    0.000    0.000    0.000 {method 'release' of '_multiprocessing.SemLock' objects}
      210    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:540(set_markevery)
       51    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\catalogue\__init__.py:43(__contains__)
       12    0.000    0.000    0.000    0.000 {method 'factorize' of 'pandas._libs.hashtable.PyObjectHashTable' objects}
       15    0.000    0.000    0.000    0.000 {pandas._libs.algos.groupsort_indexer}
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:227(_conv_type_shape)
      299    0.000    0.000    0.000    0.000 C:\Python38\lib\urllib\parse.py:399(_checknetloc)
      443    0.000    0.000    0.000    0.000 {method 'extend' of 'bytearray' objects}
     1628    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\font_manager.py:859(get_math_fontfamily)
       60    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:196(_set_labelrotation)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:535(contains)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:611(Misc)
      117    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:2465(extend_blocks)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:2446(_unit_change_handler)
     1470    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
       90    0.000    0.000    0.000    0.000 C:\Python38\lib\_collections_abc.py:760(__iter__)
      299    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\requests\utils.py:889(default_user_agent)
      194    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\srsly\_json_api.py:10(json_dumps)
      598    0.000    0.000    0.000    0.000 {method 'truncate' of '_io.StringIO' objects}
      265    0.000    0.000    0.000    0.000 {method 'write' of '_io.BytesIO' objects}
      627    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:300(axes)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:1143(where)
      658    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:222(_verbose_message)
      369    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\path.py:730(unit_rectangle)
       63    0.000    0.000    0.000    0.000 {method 'copy' of 'ImagingCore' objects}
     1983    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:2527(name)
       42    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:5205(_getitem_slice)
       83    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\main.py:778(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:2279(_merge_blocks)
      130    0.000    0.000    0.000    0.000 C:\Python38\lib\weakref.py:382(__getitem__)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:814(after_idle)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_api\deprecation.py:316(delete_parameter)
        7    0.000    0.000    0.000    0.000 spacy\tokenizer.pyx:294(_prepare_special_spans)
     1347    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\shape_base.py:19(_atleast_1d_dispatcher)
      210    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\lines.py:1039(set_antialiased)
       34    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\dataclasses.py:320(new_init)
      540    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\text.py:1335(get_usetex)
       48    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:910(reset_ticks)
     1083    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\artist.py:1132(sticky_edges)
      414    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexing.py:685(_get_setitem_indexer)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:2191(_form_blocks)
        5    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:674(__getitem__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\importlib\metadata.py:406(zip_children)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:5071(_validate_fill_value)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:5212(_can_hold_identifiers_and_holds_name)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:649(<listcomp>)
      129    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:913(set_capstyle)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:147(EventType)
       39    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\shape_base.py:81(atleast_2d)
      166    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:1289(get_args)
      598    0.000    0.000    0.000    0.000 C:\Python38\lib\ssl.py:1082(_check_connected)
      486    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:513(_is_wrapper)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\pathlib.py:1409(is_file)
       36    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\legend.py:1207(_get_legend_handles)
      297    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:1697(<lambda>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\simpledialog.py:11(<module>)
       90    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1839(is_separable)
        3    0.000    0.000    0.000    0.000 {built-in method matplotlib.backends._tkagg.enable_dpi_awareness}
      390    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\inference.py:294(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\zipfile.py:2327(__init__)
       27    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\PngImagePlugin.py:411(chunk_IHDR)
      771    0.000    0.000    0.000    0.000 {built-in method math.radians}
      476    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\typing.py:467(is_new_type)
     1196    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
       51    0.000    0.000    0.000    0.000 {method 'splitlist' of '_tkinter.tkapp' objects}
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:6083(_should_compare)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:1675(__init__)
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:397(_getencoder)
      105    0.000    0.000    0.000    0.000 {method 'remove' of 'list' objects}
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:1011(setitem)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\zipfile.py:2221(make)
     1396    0.000    0.000    0.000    0.000 spacy\pipeline\trainable_pipe.pxd:7(__get__)
      579    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_api\__init__.py:154(<genexpr>)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:1981(get_slice)
      407    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\range.py:892(__len__)
       90    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\fromnumeric.py:3152(ndim)
       30    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\numeric.py:1348(normalize_axis_tuple)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:103(release)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:495(__init__)
      592    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\typing.py:480(_check_classvar)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\cast.py:1512(construct_1d_arraylike_from_scalar)
      153    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:483(__init__)
       57    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:78(acquire)
