         11364780 function calls (10967982 primitive calls) in 156.532 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       35    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\pipeline\tok2vec.py:72(<listcomp>)
       24    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\concat.py:80(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\gridspec.py:432(<dictcomp>)
       40    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\language.py:851(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\BmpImagePlugin.py:62(BmpImageFile)
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\common.py:1240(<lambda>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\construction.py:724(_get_axes)
        8    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_tools.py:52(_register_tool_class)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\common.py:1168(<lambda>)
        8    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\getlimits.py:692(max)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\importlib\metadata.py:362(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:370(_get_operator)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\pipeline\tok2vec.py:50(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_api\deprecation.py:350(<genexpr>)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\ops.py:828(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\construction.py:393(_check_values_indices_shape_match)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\units.py:79(__init__)
        2    0.000    0.000    0.000    0.000 spacy\vocab.pyx:103(__get__)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:964(get_filename)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:358(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\threading.py:1060(native_id)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:1553(_shadowed_dict)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:973(y1)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\logging\__init__.py:1323(_fixupParents)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\cbook\__init__.py:672(clear)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\enum.py:58(__init__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\json\encoder.py:204(iterencode)
        1    0.000    0.000    0.000    0.000 spacy\pipeline\morphologizer.pyx:92(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:5255(<setcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:229(<lambda>)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:2992(<genexpr>)
        1    0.000    0.000    0.000    0.000 {function Random.seed at 0x000001DAED111820}
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:156(update)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\gridspec.py:552(__init__)
      137    0.000    0.000    0.000    0.000 spacy\pipeline\_parser_internals\arc_eager.pyx:718(init_transition)
        1    0.000    0.000    0.000    0.000 spacy\pipeline\tagger.pyx:77(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\dateutil\parser\_parser.py:319(jump)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\categorical.py:232(_err_kws_backcompat)
       14    0.000    0.000    0.000    0.000 C:\Users\tfrie\AppData\Roaming\Python\Python38\site-packages\typing_extensions.py:178(_should_collect_from_parameters)
       27    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\ImageFile.py:75(_tilesort)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:5968(<genexpr>)
       54    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexing.py:879(<genexpr>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\spines.py:538(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\linalg\linalg.py:112(_makearray)
        1    0.000    0.000    0.000    0.000 spacy\vectors.pyx:618(to_ops)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:872(_resolve_name)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\dateutil\parser\_parser.py:329(month)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\concat.py:55(is_nonempty)
       30    0.000    0.000    0.000    0.000 {built-in method _operator.index}
        2    0.000    0.000    0.000    0.000 {built-in method nt.getcwd}
        3    0.000    0.000    0.000    0.000 {method 'indices' of 'slice' objects}
       39    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\shape_base.py:77(_atleast_2d_dispatcher)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1028(minposy)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\util\_validators.py:126(_check_for_invalid_keys)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:3528(Text)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\dateutil\parser\_parser.py:342(ampm)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\_base.py:1226(<genexpr>)
        1    0.000    0.000    0.000    0.000 {built-in method matplotlib._c_internal_utils.Win32_SetCurrentProcessExplicitAppUserModelID}
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:836(_get_autoscale_on)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\_weakrefset.py:106(remove)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2463(Grid)
        5    0.000    0.000    0.000    0.000 C:\Python38\lib\functools.py:737(is_related)
       30    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:2849(return_annotation)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\JpegPresets.py:1(<module>)
       28    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\model.py:218(has_param)
        1    0.000    0.000    0.000    0.000 spacy\pipeline\tagger.pyx:68(make_tagger_scorer)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_pylab_helpers.py:33(get_fig_manager)
       28    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\backends\_param_server.py:41(has_grad)
       27    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\scale.py:78(limit_range_for_scale)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\common.py:84(consensus_name_attr)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\enum.py:327(__getattr__)
       30    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:205(mgr_locs)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:517(_get_axis_name)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_pylab_helpers.py:95(get_num_fig_managers)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\multiprocessing\synchronize.py:360(Barrier)
        1    0.000    0.000    0.000    0.000 spacy\pipeline\senter.pyx:66(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\function_base.py:2286(<listcomp>)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:292(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\_base.py:643(has_xy_data)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\ntpath.py:44(normcase)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\format.py:944(_read_bytes)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\missing.py:121(clean_fill_method)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\groupby.py:4008(_reindex_output)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:3403(set_axis_on)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\backend_agg.py:277(buffer_rgba)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\_weakrefset.py:26(__exit__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\logging\__init__.py:1392(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\base.py:746(tolist)
        2    0.000    0.000    0.000    0.000 spacy\vectors.pyx:41(values)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\encodings\idna.py:300(getregentry)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\GifImagePlugin.py:63(GifImageFile)
        6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1088(__init__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\rcsetup.py:66(__call__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:230(make_block_same_class)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:2100(is_view)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\pyplot.py:295(backend_mod)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\functools.py:403(__get__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:883(<genexpr>)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:1006(minpos)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\pyplot.py:953(close)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\lookups.py:81(__setitem__)
        1    0.000    0.000    0.000    0.000 e:\Studium\Master\IWV\Iwv-Wortschatz\IWV_studentProject\studentcode.py:289(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:380(set_lang_class)
       11    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\language.py:350(<listcomp>)
       16    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:683(_constructor)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:1414(__init__)
       27    0.000    0.000    0.000    0.000 {method 'cleanup' of 'ImagingDecoder' objects}
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\common.py:172(not_none)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2343(__getattr__)
       15    0.000    0.000    0.000    0.000 {method 'item' of 'numpy.ndarray' objects}
       23    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:666(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\backends\__init__.py:164(_create_thread_local)
       49    0.000    0.000    0.000    0.000 spacy\pipeline\pipe.pxd:2(__set__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\cbook\__init__.py:2049(__init__)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:1101(_maybe_disallow_fill)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:82(__init__)
        1    0.000    0.000    0.000    0.000 {method 'newbyteorder' of 'numpy.generic' objects}
       32    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\format.py:224(read_magic)
       29    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:518(<lambda>)
        6    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\layers\concatenate.py:44(<genexpr>)
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:233(items)
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\spines.py:199(get_path)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\_weakrefset.py:38(_remove)
       27    0.000    0.000    0.000    0.000 {method 'islower' of 'bytes' objects}
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\typing.py:219(_remove_dups_flatten)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\configparser.py:989(__iter__)
       32    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\language.py:855(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:5264(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\reshape\concat.py:625(_get_result_dim)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\colorsys.py:108(_v)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\construction.py:197(mgr_to_mgr)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:228(<genexpr>)
        3    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\function_base.py:2410(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:797(<genexpr>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:800(<genexpr>)
        2    0.000    0.000    0.000    0.000 spacy\matcher\matcher.pyx:1169(_get_operators)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\base.py:46(__len__)
        9    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       10    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:74(strict_str_validator)
       10    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:497(constr_length_validator)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\transforms.py:273(x1)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\generic.py:529(_get_block_manager_axis)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\_base.py:1012(_get_axes)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:852(<dictcomp>)
        2    0.000    0.000    0.000    0.000 spacy\matcher\matcher.pyx:769(init_pattern)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\encodings\__init__.py:43(normalize_encoding)
        1    0.000    0.000    0.000    0.000 e:\Studium\Master\IWV\Iwv-Wortschatz\IWV_studentProject\studentcode.py:297(<dictcomp>)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\confection\__init__.py:392(_validate_sections)
       28    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:106(bool_validator)
        8    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:245(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:1485(dict_to_dot)
        7    0.000    0.000    0.000    0.000 C:\Python38\lib\threading.py:255(_release_save)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pydantic\v1\validators.py:454(callable_validator)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\__init__.py:779(_get_backend_or_none)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:359(__str__)
       29    0.000    0.000    0.000    0.000 C:\Python38\lib\functools.py:664(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:1583(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\figure.py:100(add)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\gridspec.py:123(set_height_ratios)
        7    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backends\_backend_tk.py:164(<lambda>)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\concat.py:71(<setcomp>)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:799(get_window_extent)
        1    0.000    0.000    0.000    0.000 spacy\vocab.pyx:291(__get__)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\getlimits.py:679(min)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:1701(_fix_ipython_backend2gui)
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\arraysetops.py:519(_in1d_dispatcher)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\category.py:120(__init__)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\numeric.py:1473(<listcomp>)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\concat.py:79(<setcomp>)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\grouper.py:641(_ilevel)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\widgets.py:38(__init__)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:1173(get_axes_locator)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:3262(Menu)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\_config\config.py:626(_get_registered_option)
        2    0.000    0.000    0.000    0.000 {method 'add' of 'spacy.strings.StringStore' objects}
       24    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\fromnumeric.py:1777(_ravel_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\importlib\metadata.py:365(path)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:292(pre)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\tqdm\utils.py:186(disable_on_exception)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\tqdm\utils.py:251(_is_utf)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexes\base.py:6001(_index_as_unique)
       12    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\arraysetops.py:761(_isin_dispatcher)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:318(dev)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\managers.py:1195(value_getitem)
        1    0.000    0.000    0.000    0.000 {built-in method nt.urandom}
        2    0.000    0.000    0.000    0.000 spacy\matcher\matcher.pyx:851(_get_attr_values)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\backend_bases.py:2097(_set_device_pixel_ratio)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\threading.py:513(is_set)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\language.py:310(config)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\multiprocessing\synchronize.py:46(SemLock)
       24    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\function_base.py:5440(_append_dispatcher)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\weakref.py:284(update)
       14    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:284(operator)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\compat\py3k.py:52(_isfileobj)
        1    0.000    0.000    0.000    0.000 spacy\vocab.pyx:471(__set__)
       19    0.000    0.000    0.000    0.000 spacy\tokens\doc.pyx:945(__pyx_fuse_1push_back)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\dtypes\concat.py:72(<setcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\_base.py:1199(<genexpr>)
       10    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:307(post)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\construction.py:470(<listcomp>)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axes\_base.py:1608(get_aspect)
        6    0.000    0.000    0.000    0.000 {method 'has_reference' of 'pandas._libs.internals.BlockValuesRefs' objects}
        2    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
       21    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:527(__enter__)
       12    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\blocks.py:888(shape)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2366(Pack)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\lib\function_base.py:5246(_insert_dispatcher)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\cbook\__init__.py:119(__eq__)
        5    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:3430(register_mime)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\util\_validators.py:47(_check_for_default_values)
       26    0.000    0.000    0.000    0.000 C:\Python38\lib\contextlib.py:356(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\_internal.py:303(data)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\logging\__init__.py:1663(getEffectiveLevel)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\tqdm\utils.py:155(__init__)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\tqdm\utils.py:221(__eq__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\__init__.py:685(_set)
       18    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\common.py:176(<genexpr>)
        9    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        1    0.000    0.000    0.000    0.000 <__array_function__ internals>:177(can_cast)
       10    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:329(local)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\thinc\backends\__init__.py:98(<dictcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:1190(<listcomp>)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:2227(get_label_position)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\categorical.py:129(_hue_backcompat)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\xml\dom\expatbuilder.py:60(ElementInfo)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:3016(Entry)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:4155(Spinbox)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\filedialog.py:26(FileDialog)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\pyplot.py:123(install_repl_displayhook)
        2    0.000    0.000    0.000    0.000 spacy\pipeline\ner.pyx:245(__get__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\contextlib.py:458(_push_cm_exit)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\getlimits.py:24(_fr1)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\linalg\linalg.py:117(isComplexType)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\threading.py:1395(main_thread)
        5    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\PIL\Image.py:3445(register_save)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\reshape\concat.py:655(<listcomp>)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\spacy\util.py:799(<genexpr>)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\specifiers.py:843(__iter__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\linalg\linalg.py:186(_assert_stacked_square)
        7    0.000    0.000    0.000    0.000 C:\Python38\lib\inspect.py:1525(_static_getmro)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\linalg\linalg.py:130(_realType)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\catalogue\__init__.py:64(register)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\ops.py:1188(_is_indexed_like)
       15    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\axis.py:1690(<dictcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\categorical.py:424(_native_width)
        6    0.000    0.000    0.000    0.000 {built-in method _thread.get_native_id}
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\_weakrefset.py:20(__enter__)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\groupby\generic.py:1466(<listcomp>)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\internals\construction.py:476(<listcomp>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_pylab_helpers.py:77(destroy_all)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\seaborn\_base.py:1202(<genexpr>)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\tkinter\__init__.py:2236(Tk)
        2    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\numpy\core\getlimits.py:101(_float_conv)
        4    0.000    0.000    0.000    0.000 C:\Python38\lib\logging\__init__.py:223(_releaseLock)
        3    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\_api\deprecation.py:154(_deprecated_property)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\core\indexing.py:2528(convert_missing_indexer)
        9    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\matplotlib\gridspec.py:75(get_geometry)
        2    0.000    0.000    0.000    0.000 spacy\pipeline\dep_parser.pyx:315(__get__)
        1    0.000    0.000    0.000    0.000 C:\Python38\lib\importlib\metadata.py:207(_discover_resolvers)
       17    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\packaging\version.py:491(_parse_local_version)
        6    0.000    0.000    0.000    0.000 C:\Python38\lib\site-packages\pandas\util\_validators.py:445(check_dtype_backend)
